,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
230120,,183015,88615,ESO 219- G 044,33.23,,44.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
230149,,183044,88638,FGC 1587,32.66,,34.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
230150,,183045,88638,FGC 1587,34.06,,64.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
230151,,183046,88638,FGC 1587,34.07,,65.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
230152,,183047,88638,FGC 1587,34.08,,65.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
230458,,183351,88852,UM 559,31.98,,24.9,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
230760,,183644,89088,UGC 08363,32.93,,38.5,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
230789,,183673,89117,FGC 1592,34.1,,66.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
230790,,183674,89117,FGC 1592,34.12,,66.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
230791,,183675,89117,FGC 1592,34.13,,67.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
230792,,183676,89117,FGC 1592,34.18,,68.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
231460,,184335,89554,UGC 08382,30.5,,12.6,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
231674,,184543,89716,AGC 732602,29.57,,8.2,Tully-Fisher,2017AstBu..72..111K,,,,,37,
232280,,185121,90143,KUG 1320+320,33.15,,42.7,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
232620,,185445,90376,ESO 508- G 065,33.94,,61.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
232621,,185446,90376,ESO 508- G 065,33.96,,61.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
232622,,185447,90376,ESO 508- G 065,33.96,,62.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
232623,,185448,90376,ESO 508- G 065,34.03,,64.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
232819,,185621,90494,UGC 08434,34.52,,80.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
232820,,185622,90494,UGC 08434,34.54,,80.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
232821,,185623,90494,UGC 08434,34.54,,81.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
232822,,185624,90494,UGC 08434,34.58,,82.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
233541,,186323,90940,UGCA 357,31.45,,19.5,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
233564,,186346,90960,SDSS J132615.73+022729.5,30.62,,13.3,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
233884,,186666,91146,UGC 08450,30.86,,14.9,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
234244,,187026,91419,SDSS J132811.81+021643.7,31.05,,16.2,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
234281,,187063,91447,UGC 08464,33.33,,46.3,Tully-Fisher,2017AstBu..72..111K,,,,,37,
234282,,187064,91447,UGC 08464,33.62,,53.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
234283,,187065,91447,UGC 08464,33.65,,53.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
234284,,187066,91447,UGC 08464,33.67,,54.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
236031,,188714,92452,AGC 238890,29.16,,6.79,Tully-Fisher,2017AstBu..72..111K,,,,,37,
236203,,188886,92604,UGC 08538,32.3,,28.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
236204,,188887,92604,UGC 08538,32.33,,29.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
236205,,188888,92604,UGC 08538,32.35,,29.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
236206,,188889,92604,UGC 08538,32.43,,30.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
236216,,188899,92614,ESO 174- G 001,27.78,,3.6,Tully-Fisher,2013AJ....145..101K,,,,,33,
236387,,189070,92767,FGC 1635,34.22,,69.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
236388,,189071,92767,FGC 1635,34.24,,70.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
236389,,189072,92767,FGC 1635,34.26,,71.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
236390,,189073,92767,FGC 1635,34.31,,72.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
236413,,189096,92777,UGC 08551,35.37,,118.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
236414,,189097,92777,UGC 08551,35.38,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
236415,,189098,92777,UGC 08551,35.39,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
236416,,189099,92777,UGC 08551,35.4,,121.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
236434,,189117,92795,FGC 1637,36.32,,184.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
236435,,189118,92795,FGC 1637,36.34,,186.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
236436,,189119,92795,FGC 1637,36.35,,186.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
236437,,189120,92795,FGC 1637,36.38,,189.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
236463,,189146,92817,UGC 08548,34.34,,73.8,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
236904,,189564,93112,UGC 08578,31.25,,17.8,Tully-Fisher,2017AstBu..72..111K,,,,,37,
237316,,189975,93394,CGCG 073-051,30.52,,12.7,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
237770,,190422,93726,UGC 08623,34.2,,69.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
237771,,190423,93726,UGC 08623,34.21,,69.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
237772,,190424,93726,UGC 08623,34.23,,70.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
238173,,190825,94038,2MASX J13394267+3908105,30.82,,14.6,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
238198,,190850,94063,UGC 08647,29.67,,8.59,Tully-Fisher,2017AstBu..72..111K,,,,,37,
239297,,191936,94898,FGC 1660,35.09,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
239298,,191937,94898,FGC 1660,35.11,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
239299,,191938,94898,FGC 1660,35.11,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
239300,,191939,94898,FGC 1660,35.15,,107.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
239374,,192008,94944,FGC 1661,36.6,,209.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
239742,,192377,95298,AGC 238769,32.66,,34.0,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
239989,,192622,95499,KUG 1343+270,34.93,,96.8,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
240260,,192883,95687,SDSS J134641.00+063915.5,32.46,,31.0,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
240819,,193423,96099,SDSS J134822.75+081241.7,31.09,,16.5,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
241158,R,193758,96327,ESO 383- G 087,26.69,,2.18,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [Oct 2006]
241606,,194201,96669,UGC 08748,33.98,,62.5,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
241623,,194218,96681,FGCE 1105,36.51,,200.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
241624,,194219,96681,FGCE 1105,36.51,,201.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
241625,,194220,96681,FGCE 1105,36.56,,205.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
241626,,194221,96681,FGCE 1105,36.6,,209.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
242010,,194583,96971,FGC 1680,34.37,,74.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
242011,,194584,96971,FGC 1680,34.42,,76.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
242012,,194585,96971,FGC 1680,34.44,,77.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
242013,,194586,96971,FGC 1680,34.44,,77.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
242127,,194700,97059,SDSS J135210.84+053013.8,32.46,,31.0,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
242235,,194808,97156,UGC 08793,33.36,,47.0,Tully-Fisher,2017AstBu..72..111K,,,,,37,
242811,,195361,97562,AGC 238709,30.47,,12.4,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
243234,,195785,97891,SDSS J135504.50+051122.2,30.85,,14.8,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
243400,,195952,98032,NGC 5360,31.66,,21.5,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
243483,,196037,98100,LSBC D721-10,31.75,,22.4,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
243537,,196092,98138,NGC 5363,31.1,,16.6,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
243550,,196106,98149,SDSS J135609.35+053233.2,30.89,,15.1,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
244451,,196991,98803,2MASX J13584501+2409048,30.84,,14.7,Tully-Fisher,2017AstBu..72..111K,,,,,37,
244678,,197218,99014,UGC 08915,33.27,,45.1,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
245021,,197561,99263,FGC 1700,36.34,,185.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
245022,,197562,99263,FGC 1700,36.34,,186.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
245023,,197563,99263,FGC 1700,36.36,,187.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
245024,,197564,99263,FGC 1700,36.39,,190.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
245047,,197587,99279,IC 4357,33.06,,40.9,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
246056,,198551,99834,MCG +03-36-031,33.14,,42.5,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
246541,,199037,100193,UGC 09000,36.08,,165.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
246542,,199038,100193,UGC 09000,36.09,,165.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
246543,,199039,100193,UGC 09000,36.1,,166.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
247174,,199647,100641,SDSS J140704.36+104245.2,31.28,,18.0,Tully-Fisher,2017AstBu..72..111K,,,,,37,
247453,,199921,100860,UGC 09035,34.67,,85.9,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
247772,,200245,101121,IC 0978,31.67,,21.6,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
247957,,200430,101298,ESO 221- G 029,32.96,,39.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
247958,,200431,101298,ESO 221- G 029,32.96,,39.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
247959,,200432,101298,ESO 221- G 029,32.98,,39.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
247996,,200469,101333,FGC 1717,33.06,,40.9,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
247997,,200470,101333,FGC 1717,33.43,,48.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
247998,,200471,101333,FGC 1717,33.46,,49.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
247999,,200472,101333,FGC 1717,33.48,,49.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
248000,,200473,101333,FGC 1717,33.49,,50.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
248223,,200691,101501,UGC 09080,32.97,,39.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
248224,,200692,101501,UGC 09080,33.05,,40.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
248225,,200693,101501,UGC 09080,33.08,,41.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
248226,,200694,101501,UGC 09080,33.1,,41.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
249391,,201855,102496,FGC 1731,34.41,,76.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
249392,,201856,102496,FGC 1731,34.42,,76.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
249393,,201857,102496,FGC 1731,34.44,,77.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
249394,,201858,102496,FGC 1731,34.46,,77.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
249525,,201989,102592,SDSS J1414-0208,31.81,,23.0,Tully-Fisher,2014A&A...562A..49M,,,,,34,
249601,,202065,102661,KUG 1413+573,29.29,,7.21,Tully-Fisher,2013AJ....145..101K,,,,,33,
250401,,202752,103121,NGC 5544,36.07,,164.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
250409,,202757,103124,GALEXASC J141703.59-013013.2,31.82,,23.1,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
250808,,203071,103330,AGC 243881,32.24,,28.0,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
251368,,203518,103606,SDSS J141853.47+091728.6,31.34,,18.5,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
251491,,203615,103655,CGCG 247-017,37.16,,270.0,Tully-Fisher,1996PASJ...48..657S,,,,,16,
252294,,204265,104059,SDSS J142044.53+083735.8,32.0,,25.1,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
253603,,205320,104703,KUG 1421+145,31.49,,19.9,Tully-Fisher,2017AstBu..72..111K,,,,,37,
253912,,205629,104926,AGC 732931,31.98,,24.9,Tully-Fisher,2017AstBu..72..111K,,,,,37,
253929,,205646,104939,UGC 09225,32.03,,25.5,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
254348,,206061,105289,AGC 248938,32.57,,32.7,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
254728,,206437,105599,UGC 09252,31.46,,19.6,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
254849,,206558,105673,UGC 09266,33.41,,48.1,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
255246,,206955,105983,CGCG 019-041,32.08,,26.1,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
255255,,206964,105992,CGCG 163-059,33.43,,48.5,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
255262,,206971,105999,UGC 09282,30.89,,15.1,Tully-Fisher,2017AstBu..72..111K,,,,,37,
255663,,207371,106311,UGC 09320,30.5,,12.6,Tully-Fisher,2017AstBu..72..111K,,,,,37,
256136,,207844,106660,IC 1024,31.77,,22.6,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
256204,,207912,106707,FGC 1764,36.15,,170.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
256205,,207913,106707,FGC 1764,36.36,,187.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
256206,,207914,106707,FGC 1764,36.38,,189.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
256207,,207915,106707,FGC 1764,36.42,,192.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
256389,,208097,106851,IC 4450,34.97,,98.6,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
256537,,208244,106942,LSBC D723-04,32.24,,28.1,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
256541,,208248,106946,UGC 09351,34.48,,78.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
256542,,208249,106946,UGC 09351,34.48,,78.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
256543,,208250,106946,UGC 09351,34.49,,79.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
256675,,208379,107017,FGC 1766,36.11,,167.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
256676,,208380,107017,FGC 1766,36.12,,168.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
256677,,208381,107017,FGC 1766,36.13,,168.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
256755,,208459,107089,ESO 326- G 029,31.53,,20.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
256756,,208460,107089,ESO 326- G 029,31.56,,20.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
256757,,208461,107089,ESO 326- G 029,31.6,,20.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
256829,,208533,107153,LSBC D512-02,30.77,,14.3,Tully-Fisher,2017AstBu..72..111K,,,,,37,
256955,,208658,107261,UGC 09377,33.19,,43.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
256956,,208659,107261,UGC 09377,33.21,,43.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
256957,,208660,107261,UGC 09377,33.23,,44.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
256958,,208661,107261,UGC 09377,33.31,,45.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
257009,,208712,107308,SDSS J143353.30+012905.6,31.87,,23.7,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
257087,,208784,107369,ESO 272- G 017,34.58,,82.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
257088,,208785,107369,ESO 272- G 017,34.58,,82.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
257089,,208786,107369,ESO 272- G 017,34.59,,82.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
257202,,208897,107471,IC 4459,34.86,,93.8,Tully-Fisher,1992ApJ...395..347B,,,100.0,,12,I
257399,,209084,107584,ESO 222- G 010,28.82,,5.81,Tully-Fisher,2013AJ....145..101K,,,,,33,
257418,,209103,107603,SDSS J143508.09+130856.9,32.56,,32.5,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
257488,,209173,107667,UGC 09405,28.82,,5.81,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
257514,,209199,107692,UGC 09390,34.73,,88.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
257515,,209200,107692,UGC 09390,34.75,,89.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
257516,,209201,107692,UGC 09390,34.75,,89.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
257604,,209289,107759,UGC 09392,31.35,,18.6,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
257608,,209293,107763,SDSS J143549.94+023618.4,31.63,,21.2,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
257690,,209375,107837,NGC 5693,28.41,,4.81,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
257798,,209483,107941,FGC 1775,31.34,,18.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
257799,,209484,107941,FGC 1775,31.81,,23.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
257800,,209485,107941,FGC 1775,31.85,,23.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
257801,,209486,107941,FGC 1775,31.91,,24.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
257831,,209516,107968,LSBC D723-05,32.64,,33.7,Tully-Fisher,2017AstBu..72..111K,,,,,37,
258225,,209906,108282,NGC 5691,32.01,,25.2,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
258353,,210033,108388,NGC 5692,31.56,,20.5,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
258561,,210241,108561,MRK 0475,29.82,,9.2,Tully-Fisher,2013AJ....145..101K,,,,,33,
258609,,210289,108601,SDSS J143912.44+090805.7,32.21,,27.7,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
259157,,210837,109035,NGC 5725,31.94,,24.4,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
259219,,210900,109089,FGC 1793,31.43,,19.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
259254,,210935,109120,KUG 1438+080,32.07,,25.9,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
259377,,211058,109227,UGC 09470,31.58,,20.7,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
259385,,211066,109235,UGC 09472,32.45,,30.9,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
259584,,211264,109400,UGC 09484,34.3,,72.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
259585,,211265,109400,UGC 09484,34.32,,73.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
259586,,211266,109400,UGC 09484,34.33,,73.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
259587,,211267,109400,UGC 09484,34.38,,75.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
259644,,211324,109447,NGC 5733,32.07,,25.9,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
259730,,211410,109508,UGC 09485,32.48,,31.3,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
259875,,211555,109645,UGC 09490,35.3,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
259876,,211556,109645,UGC 09490,35.31,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
259877,,211557,109645,UGC 09490,35.32,,116.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
259878,,211558,109645,UGC 09490,35.35,,117.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
259893,,211573,109660,FGC 1809,32.89,,37.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
259894,,211574,109660,FGC 1809,32.92,,38.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
259895,,211575,109660,FGC 1809,32.95,,38.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
259896,,211576,109660,FGC 1809,33.02,,40.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
260271,,211951,109980,AGC 749485,31.3,,18.2,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
260296,,211976,110004,UGC 09500,31.41,,19.1,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
260377,,212057,110084,ESO 580- G 019,33.52,,50.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
260378,,212058,110084,ESO 580- G 019,33.55,,51.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
260379,,212059,110084,ESO 580- G 019,33.58,,52.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
260380,,212060,110084,ESO 580- G 019,33.63,,53.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
260514,,212194,110204,SDSS J144620.20+044358.4,31.51,,20.0,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
260533,,212213,110221,LSBC F651-02,31.28,,18.0,Tully-Fisher,2017AstBu..72..111K,,,,,37,
260818,,212504,110459,CGCG 076-047,32.48,,31.3,Tully-Fisher,2017AstBu..72..111K,,,,,37,
261185,,212870,110746,MCG -01-38-003,31.19,,17.3,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
261199,,212884,110758,UGC 09540,29.85,,9.33,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
261559,,213246,111056,FGC 1830,33.77,,56.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
261560,,213247,111056,FGC 1830,33.8,,57.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
261561,,213248,111056,FGC 1830,33.8,,57.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
261562,,213249,111056,FGC 1830,33.8,,57.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
262222,,213908,111616,AGC 249264,31.8,,22.9,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
262267,,213953,111650,MCG -01-38-005,31.73,,22.2,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
262884,,214570,112157,UGC 09597,32.7,,34.7,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
263429,,215097,112595,FGC 1838,34.75,,89.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
263430,,215098,112595,FGC 1838,34.8,,91.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
263431,,215099,112595,FGC 1838,34.8,,91.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
263432,,215100,112595,FGC 1838,34.82,,92.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
263523,,215191,112670,FGC 1836,36.12,,168.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
263524,,215192,112670,FGC 1836,36.15,,169.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
263525,,215193,112670,FGC 1836,36.15,,170.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
263526,,215194,112670,FGC 1836,36.17,,171.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
263676,,215344,112792,SDSS J145808.78+064447.4,31.58,,20.7,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
263817,,215485,112900,KUG 1456+069,32.19,,27.4,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
